_isName,_gender,_animate,_frequency,_length,_mainword,_dependentverbs,_dependenceofverb,_dependentnoun,_dependentadjective,_dependenceofadjective,_word,class
0,-1,0,0,8,0,0,0,0,0,0,страница,'object'
0,1,0,1,7,0,0,0,0,0,0,автомат,'object'
0,0,0,3,6,0,0,0,0,0,0,сердце,'object'
0,1,0,1,5,0,0,0,0,0,0,виски,'object'
0,1,1,1,4,0,0,0,0,0,0,друг,'person'
0,-1,1,1,5,0,0,0,0,0,0,пифия,'person'
0,1,0,0,6,0,0,0,0,0,0,кашель,'object'
0,-1,0,0,8,0,0,0,0,0,0,гостиная,'object'
0,0,0,1,4,1,0,0,1,0,0,небо,'object'
0,1,0,0,7,0,0,0,0,0,0,пансион,'object'
0,0,0,0,7,2,0,0,0,0,0,счастие,'object'
0,1,1,0,9,1,0,0,0,0,0,ассистент,'person'
0,1,0,0,7,0,0,0,0,0,0,аппетит,'object'
0,-1,1,1,7,0,0,0,0,0,0,женщина,'person'
0,1,0,1,4,1,0,0,0,0,0,душ,'object'
1,1,1,0,7,1,0,0,0,0,0,бабурин,'person'
0,-1,0,1,4,1,0,0,1,0,0,беда,'object'
0,-1,0,2,7,2,0,0,2,0,0,очередь,'object'
0,-1,1,1,11,1,0,0,0,0,0,гимназистка,'person'
0,0,0,0,11,0,0,0,0,0,0,наслаждение,'object'
0,-1,0,0,7,0,0,0,0,0,0,походка,'object'
0,-1,0,0,10,0,0,0,0,0,0,литература,'object'
0,1,0,0,5,1,0,0,0,0,0,волос,'object'
1,1,1,5,8,1,0,0,1,0,0,бабурин,'person'
0,0,0,0,8,0,0,0,0,0,0,волнение,'object'
0,0,0,0,11,0,0,0,0,0,0,спокойствие,'object'
0,1,0,0,6,0,0,0,0,0,0,журнал,'object'
0,-1,0,0,8,0,0,0,0,0,0,столовая,'object'
0,1,0,1,7,0,0,0,0,0,0,приступ,'object'
0,1,1,1,4,1,0,0,1,0,0,папа,'person'
0,0,0,1,4,0,0,0,0,0,0,утро,'object'
0,1,0,0,5,0,0,0,0,0,0,рояль,'object'
0,0,0,0,8,0,0,0,0,0,0,ожидание,'object'
0,-1,0,0,8,0,0,0,0,0,0,диктовка,'object'
0,-1,1,0,10,0,0,0,0,0,0,жительница,'person'
1,1,1,0,7,0,0,0,0,0,0,баринов,'person'
0,-1,0,0,8,0,0,0,0,0,0,скамейка,'object'
0,-1,1,3,7,3,0,0,5,0,0,госпожа,'person'
0,1,0,0,8,0,0,0,0,0,0,баклажан,'object'
0,0,0,0,6,0,0,0,0,0,0,зеленю,'something'
0,-1,0,2,5,1,0,0,1,0,0,дверь,'something'
0,1,0,0,7,0,0,0,0,0,0,кусочек,'object'
0,-1,0,0,4,0,0,0,0,0,0,темь,'something'
0,-1,0,1,6,1,0,0,1,0,0,музыка,'object'
0,-1,1,0,4,0,0,0,0,0,0,дама,'person'
1,-1,1,0,4,0,0,0,0,0,0,лиза,'person'
0,-1,1,0,17,0,0,0,0,0,0,предсказательница,'person'
