_isName,_gender,_animate,_frequency,_length,_mainword,_dependentverbs,_dependenceofverb,_dependentnoun,_dependentadjective,_dependenceofadjective,_word,class
0,-1,0,0,7,0,0,0,0,0,0,тетрадь,'something'
0,-1,0,1,6,0,0,0,0,0,0,трость,'something'
0,-1,1,0,7,0,0,0,0,0,0,казачка,'person'
0,1,1,0,6,0,0,0,0,0,0,гигант,'person'
0,-1,0,0,4,2,0,0,0,0,0,губа,'something'
0,-1,0,0,5,0,0,0,0,0,0,жизнь,'something'
0,1,0,0,6,0,0,0,0,0,0,стакан,'something'
0,-1,0,0,6,1,0,0,0,0,0,дорога,'something'
0,1,0,0,8,0,0,0,0,0,0,диванчик,'something'
0,0,0,1,6,0,0,0,0,0,0,чтение,'something'
0,-1,1,1,4,0,0,0,0,0,0,дева,'person'
0,1,0,0,4,0,0,0,0,0,0,звук,'something'
0,0,0,1,7,0,0,0,0,0,0,отличие,'something'
0,-1,0,0,6,0,0,0,0,0,0,любовь,'object'
0,1,0,0,9,0,0,0,0,0,0,творожник,'something'
0,-1,0,1,6,0,0,0,0,0,0,память,'something'
0,1,0,0,7,0,0,0,0,0,0,алфавит,'something'
0,-1,0,1,5,0,0,0,0,0,0,смела,'something'
0,1,0,0,9,0,0,0,0,0,0,чернослив,'something'
0,-1,1,1,7,1,0,0,0,0,0,деточка,'person'
0,0,0,0,4,0,0,0,0,0,0,окно,'something'
0,-1,0,0,5,0,0,0,0,0,0,грудь,'something'
0,1,1,0,5,0,0,0,0,0,0,логик,'something'
0,1,0,7,5,4,0,0,3,0,0,билет,'object'
0,0,0,0,5,0,0,0,0,0,0,пение,'something'
0,-1,0,0,9,0,0,0,0,0,0,программа,'object'
0,0,0,1,9,0,0,0,0,0,0,сочинение,'object'
0,-1,0,0,7,0,0,0,0,0,0,глубина,'something'
0,-1,1,1,9,0,0,0,0,0,0,красавица,'person'
0,0,0,0,6,1,0,0,0,0,0,ребята,'person'
0,-1,0,7,4,3,0,0,0,0,0,ночь,'object'
0,-1,0,1,5,1,0,0,1,0,0,масса,'something'
0,1,0,0,7,0,0,0,0,0,0,кабинет,'object'
1,-1,1,1,4,0,0,0,0,0,0,сара,'person'
0,1,0,0,4,1,0,0,1,0,0,лист,'object'
0,1,0,2,4,0,0,0,0,0,0,стул,'something'
0,1,0,0,6,3,0,0,2,0,0,вопрос,'object'
0,-1,0,0,7,0,0,0,0,0,0,отметка,'object'
0,0,0,0,7,0,0,0,0,0,0,частное,'something'
1,1,1,6,8,0,0,0,0,0,0,петрович,'person'
0,1,0,0,4,0,0,0,0,0,0,жар,'object'
0,-1,0,0,8,0,0,0,0,0,0,комнатка,'object'
0,-1,0,0,7,1,0,0,0,0,0,десятка,'something'
0,1,1,1,6,1,0,0,0,0,0,дружок,'person'
0,0,0,0,3,1,0,0,0,0,0,имя,'something'
0,1,0,0,5,0,0,0,0,0,0,ответ,'object'
1,1,1,1,6,0,0,0,0,0,0,голов,'something'
0,-1,0,0,6,0,0,0,0,0,0,стрела,'something'
0,1,0,0,7,0,0,0,0,0,0,концерт,'something'
0,-1,0,0,4,0,0,0,0,0,0,пора,'something'
0,-1,0,1,7,1,0,0,0,0,0,публика,'something'
0,1,1,0,6,1,0,0,1,0,0,ученик,'person'
0,1,1,1,6,0,0,0,0,0,0,бедный,'something'
1,0,1,1,5,1,0,0,1,0,0,слава,'something'
0,-1,0,0,5,0,0,0,0,0,0,точка,'something'
0,-1,1,1,7,1,0,0,1,0,0,русалка,'person'
0,0,0,0,8,0,0,0,0,0,0,прозвище,'something'
0,1,0,1,4,0,0,0,0,0,0,угол,'something'
0,1,1,0,13,2,0,0,0,0,0,преподаватель,'person'
0,1,0,0,8,1,0,0,0,0,0,лепесток,'object'
0,-1,0,0,6,0,0,0,0,0,0,одесса,'object'
0,1,1,5,7,3,0,0,3,0,0,учитель,'person'
0,1,0,1,3,0,0,0,0,0,0,сад,'object'
0,-1,0,0,8,0,0,0,0,0,0,страница,'object'
0,1,0,0,3,0,0,0,0,0,0,саж,'something'
0,1,0,1,7,0,0,0,0,0,0,автомат,'object'
0,0,0,3,6,0,0,0,0,0,0,сердце,'object'
0,1,0,1,5,0,0,0,0,0,0,виски,'object'
1,1,1,0,7,1,0,0,0,0,0,вольтер,'something'
0,1,1,1,4,0,0,0,0,0,0,друг,'person'
0,-1,0,0,5,1,0,0,0,0,0,чашка,'something'
0,1,0,0,7,0,0,0,0,0,0,франций,'something'
0,-1,1,1,5,0,0,0,0,0,0,пифия,'person'
0,1,0,0,4,0,0,0,0,0,0,край,'something'
0,1,0,0,6,0,0,0,0,0,0,кашель,'object'
0,-1,0,0,8,0,0,0,0,0,0,гостиная,'object'
0,0,0,1,4,1,0,0,1,0,0,небо,'object'
0,1,0,0,7,0,0,0,0,0,0,пансион,'object'
0,-1,1,1,6,0,0,0,0,0,0,умница,'something'
1,0,0,0,7,0,0,0,0,0,0,толстые,'something'
0,1,0,0,7,0,0,0,0,0,0,потолок,'something'
0,0,0,0,10,0,0,0,0,0,0,сочувствие,'something'
0,-1,0,0,5,0,0,0,0,0,0,опера,'something'
0,0,0,0,7,2,0,0,0,0,0,счастие,'object'
0,0,0,0,3,0,0,0,0,0,0,век,'something'
0,1,1,0,9,1,0,0,0,0,0,ассистент,'person'
0,1,0,0,7,0,0,0,0,0,0,аппетит,'object'
0,-1,1,1,7,0,0,0,0,0,0,женщина,'person'
0,1,0,1,4,1,0,0,0,0,0,душ,'object'
1,1,1,0,7,1,0,0,0,0,0,бабурин,'person'
0,-1,1,1,5,1,0,0,1,0,0,ласка,'something'
0,0,0,0,5,0,0,0,0,0,0,чужое,'something'
0,1,0,0,4,0,0,0,0,0,0,цвет,'something'
0,0,0,1,4,0,0,0,0,0,0,того,'something'
0,-1,0,1,4,1,0,0,1,0,0,беда,'something'
0,-1,0,2,7,2,0,0,2,0,0,очередь,'something'
0,-1,1,1,11,1,0,0,0,0,0,гимназистка,'person'
0,1,0,0,10,0,0,0,0,0,0,передневал,'something'
0,0,0,0,11,0,0,0,0,0,0,наслаждение,'object'
0,-1,0,0,7,0,0,0,0,0,0,алгебра,'object'
0,-1,0,0,5,0,0,0,0,0,0,волна,'object'
0,-1,0,0,7,0,0,0,0,0,0,походка,'object'
0,-1,0,0,7,0,0,0,0,0,0,тарелка,'something'
0,1,0,1,4,0,0,0,0,0,0,стол,'something'
0,-1,0,0,6,0,0,0,0,0,0,акация,'something'
0,1,0,0,5,0,0,0,0,0,0,порог,'something'
0,-1,0,0,10,0,0,0,0,0,0,литература,'object'
0,1,0,0,5,1,0,0,0,0,0,волос,'object'
1,1,1,5,8,1,0,0,1,0,0,бабурин,'person'
0,0,0,0,8,0,0,0,0,0,0,волнение,'object'
0,0,0,1,4,1,0,0,1,0,0,куда,'something'
0,0,0,0,11,0,0,0,0,0,0,спокойствие,'object'
0,-1,0,1,8,1,0,0,0,0,0,гордость,'something'
0,1,0,0,8,0,0,0,0,0,0,постелил,'something'
0,-1,0,1,7,0,0,0,0,0,0,мелодия,'something'
0,-1,1,1,7,0,0,0,0,0,0,камбала,'something'
0,1,0,0,6,0,0,0,0,0,0,журнал,'object'
0,-1,1,2,9,0,0,0,0,0,0,маленькая,'something'
0,-1,0,0,8,0,0,0,0,0,0,столовая,'object'
0,1,0,0,3,0,0,0,0,0,0,бел,'something'
0,0,0,1,8,1,0,0,1,0,0,рождение,'something'
0,-1,0,0,7,0,0,0,0,0,0,беседка,'something'
0,1,0,1,7,0,0,0,0,0,0,приступ,'object'
0,-1,0,0,6,0,0,0,0,0,0,двойка,'something'
1,1,1,0,7,0,0,0,0,0,0,филат,'something'
0,-1,0,0,6,1,0,0,0,0,0,работа,'something'
0,1,0,0,4,0,0,0,0,0,0,рам,'something'
0,1,1,1,4,1,0,0,1,0,0,папа,'person'
0,0,0,1,4,0,0,0,0,0,0,утро,'object'
0,1,0,0,3,0,0,0,0,0,0,пар,'something'
0,1,0,0,5,0,0,0,0,0,0,рояль,'object'
0,0,0,0,8,0,0,0,0,0,0,ожидание,'object'
0,-1,0,0,8,0,0,0,0,0,0,диктовка,'object'
0,1,0,1,5,0,0,0,0,0,0,театр,'something'
0,-1,0,0,5,0,0,0,0,0,0,аллея,'something'
0,1,0,0,4,1,0,0,1,0,0,квас,'something'
0,1,0,1,7,0,0,0,0,0,0,полусон,'something'
0,1,0,0,3,0,0,0,0,0,0,вид,'something'
0,-1,1,0,10,0,0,0,0,0,0,жительница,'person'
0,0,0,1,7,0,0,0,0,0,0,горячее,'something'
1,1,1,0,7,0,0,0,0,0,0,баринов,'person'
0,0,0,1,9,0,0,0,0,0,0,положение,'something'
0,-1,0,0,8,0,0,0,0,0,0,скамейка,'object'
0,1,1,0,4,2,0,0,2,0,0,урка,'something'
0,1,0,0,7,0,0,0,0,0,0,предмет,'something'
0,1,0,0,10,0,0,0,0,0,0,палисадник,'something'
0,0,0,1,12,0,0,0,0,0,0,удовольствие,'something'
0,1,0,0,7,0,0,0,0,0,0,отблеск,'something'
0,1,0,0,3,0,0,0,0,0,0,дом,'something'
0,0,0,0,7,0,0,0,0,0,0,среднее,'something'
0,-1,1,3,7,3,0,0,5,0,0,госпожа,'person'
0,1,0,0,8,0,0,0,0,0,0,баклажан,'object'
0,0,0,0,6,0,0,0,0,0,0,зеленю,'something'
0,-1,0,2,5,1,0,0,1,0,0,дверь,'something'
0,1,0,0,7,0,0,0,0,0,0,кусочек,'object'
0,-1,0,0,4,0,0,0,0,0,0,темь,'something'
0,-1,0,1,6,1,0,0,1,0,0,музыка,'object'
0,-1,0,0,7,0,0,0,0,0,0,калитка,'object'
0,0,0,1,14,0,0,0,0,0,0,благосостояние,'object'
0,0,0,1,7,0,0,0,0,0,0,крыльцо,'object'
0,-1,0,0,4,0,0,0,0,0,0,поза,'something'
0,-1,0,0,10,0,0,0,0,0,0,обстановка,'something'
0,1,1,0,7,2,0,0,0,0,0,господь,'object'
0,-1,0,0,6,0,0,0,0,0,0,бумага,'object'
0,-1,1,0,4,0,0,0,0,0,0,дама,'person'
0,1,0,2,4,2,0,0,2,0,0,мор,'object'
1,-1,1,0,4,0,0,0,0,0,0,лиза,'person'
0,0,0,2,10,0,0,0,0,0,0,начальство,'object'
0,1,0,0,4,0,0,0,0,0,0,грош,'something'
0,1,0,1,4,0,0,0,0,0,0,борщ,'something'
0,1,1,0,4,0,0,0,0,0,0,язык,'something'
0,1,0,0,7,0,0,0,0,0,0,профиль,'something'
0,-1,0,0,5,0,0,0,0,0,0,фраза,'something'
0,-1,1,0,17,0,0,0,0,0,0,предсказательница,'person'
0,-1,0,0,6,0,0,0,0,0,0,строка,'something'
1,1,1,0,8,1,0,0,0,0,0,бартышев,'person'
0,1,1,1,9,0,0,0,0,0,0,инспектор,'person'
0,-1,0,0,6,0,0,0,0,0,0,блузка,'something'
0,0,0,1,8,0,0,0,0,0,0,здоровье,'something'
0,0,0,1,5,0,0,0,0,0,0,белые,'something'
0,1,0,0,5,0,0,0,0,0,0,берег,'something'
0,-1,0,1,6,0,0,0,0,0,0,кружка,'object'
0,-1,0,0,5,0,0,0,0,0,0,парта,'object'
0,1,0,1,4,0,0,0,0,0,0,чаем,'object'
0,-1,0,0,7,0,0,0,0,0,0,каморка,'object'
0,1,0,0,5,0,0,0,0,0,0,стен,'object'
0,-1,1,1,7,1,0,0,0,0,0,душечка,'person'
0,-1,0,0,6,0,0,0,0,0,0,стенка,'something'
0,-1,0,0,4,0,0,0,0,0,0,воля,'something'
0,1,0,1,3,0,0,0,0,0,0,год,'something'
0,-1,0,1,8,0,0,0,0,0,0,кроватка,'object'
0,-1,0,1,4,1,0,0,1,0,0,тьма,'object'
0,-1,0,0,5,0,0,0,0,0,0,кухня,'object'
0,-1,1,1,4,1,0,0,1,0,0,мать,'person'
0,1,0,2,5,2,0,0,2,0,0,берет,'something'
0,1,1,0,5,0,0,0,0,0,0,малыш,'person'
0,1,0,2,4,1,0,0,0,0,0,кофе,'something'
0,0,0,0,9,0,0,0,0,0,0,искусство,'object'
0,1,0,0,6,1,0,0,0,0,0,платок,'object'
0,0,0,0,6,0,0,0,0,0,0,знание,'object'
0,1,0,1,5,0,0,0,0,0,0,засов,'something'
0,-1,1,1,7,1,0,0,0,0,0,барышня,'person'
0,1,0,0,6,0,0,0,0,0,0,пустяк,'something'
0,1,0,0,10,0,0,0,0,0,0,промежуток,'something'
1,-1,1,7,4,3,0,0,3,0,0,лида,'person'
0,-1,1,0,9,0,0,0,0,0,0,наездница,'person'
0,-1,1,0,4,0,0,0,0,0,0,жена,'person'
0,1,0,0,6,0,0,0,0,0,0,случай,'something'
0,1,0,1,10,0,0,0,0,0,0,инструмент,'object'
0,-1,0,1,7,0,0,0,0,0,0,радость,'something'
0,0,0,0,8,1,0,0,0,0,0,ощущение,'something'
0,1,0,0,6,0,0,0,0,0,0,муслин,'something'
0,0,0,0,8,0,0,0,0,0,0,старание,'something'
0,1,0,0,5,0,0,0,0,0,0,палец,'object'
0,1,0,0,9,0,0,0,0,0,0,заработок,'object'
0,1,1,0,5,0,0,0,0,0,0,гений,'person'
0,-1,0,1,7,0,0,0,0,0,0,фуражка,'something'
0,-1,0,0,6,0,0,0,0,0,0,эллада,'something'
0,-1,0,1,4,0,0,0,0,0,0,щель,'object'
0,1,0,1,4,0,0,0,0,0,0,свет,'object'
0,0,0,0,5,0,0,0,0,0,0,место,'something'
0,0,0,0,6,0,0,0,0,0,0,начало,'something'
0,-1,0,0,4,3,0,0,0,0,0,рука,'something'
0,-1,1,1,9,1,0,0,1,0,0,голубушка,'person'
0,-1,0,0,5,1,0,0,0,0,0,бровь,'something'
0,1,0,0,3,0,0,0,0,0,0,душ,'something'
0,1,0,0,5,0,0,0,0,0,0,вздох,'something'
1,1,1,1,3,0,0,0,0,0,0,том,'something'
1,-1,1,2,7,1,0,0,0,0,0,лидочка,'person'
0,1,0,1,4,6,0,0,5,0,0,глаз,'object'
0,-1,0,0,7,0,0,0,0,0,0,комната,'object'
0,-1,0,0,6,1,0,0,0,0,0,шляпка,'object'
0,-1,0,1,5,1,0,0,1,0,0,кровь,'object'
0,1,0,0,4,1,0,0,1,0,0,ужас,'object'
0,-1,0,1,7,1,0,0,1,0,0,история,'object'
0,-1,0,0,3,0,0,0,0,0,0,нея,'person'
0,-1,1,0,7,0,0,0,0,0,0,ученица,'person'
0,-1,1,1,7,1,0,0,1,0,0,хозяйка,'person'
0,1,0,0,4,0,0,0,0,0,0,кос,'something'
0,-1,1,1,7,0,0,0,0,0,0,еврейка,'person'
0,1,1,1,3,2,0,0,0,0,0,бог,'person'
0,1,0,0,3,1,0,0,1,0,0,бок,'something'
0,-1,0,1,7,0,0,0,0,0,0,тревога,'object'
0,-1,1,1,5,0,0,0,0,0,0,дочка,'person'
0,-1,1,2,9,2,0,0,2,0,0,гражданка,'person'
0,1,0,0,5,0,0,0,0,0,0,гол,'something'
0,-1,0,0,9,0,0,0,0,0,0,усталость,'object'
0,1,0,2,3,1,0,0,1,0,0,сон,'object'
0,0,0,0,6,1,0,0,0,0,0,первое,'something'
0,1,1,0,7,0,0,0,0,0,0,серафим,'person'
0,0,0,0,8,0,0,0,0,0,0,внимание,'something'
0,1,0,0,5,1,0,0,1,0,0,голос,'object'
0,1,1,0,8,0,0,0,0,0,0,родитель,'person'
0,1,0,2,6,0,0,0,0,0,0,взгляд,'object'
0,-1,0,2,6,2,0,0,0,0,0,правда,'something'
0,1,1,0,8,1,0,0,0,0,0,господин,'person'
0,1,0,0,3,0,0,0,0,0,0,род,'something'
0,-1,0,0,6,0,0,0,0,0,0,боязнь,'something'
0,1,0,0,4,0,0,0,0,0,0,круг,'something'
0,-1,0,0,7,0,0,0,0,0,0,подушка,'something'
0,-1,1,1,7,3,0,0,0,0,0,дочурка,'person'
0,0,0,1,6,0,0,0,0,0,0,второе,'something'
0,0,0,0,7,0,0,0,0,0,0,занятие,'something'
0,1,1,0,6,1,0,0,0,0,0,опекун,'person'
0,1,0,1,9,1,0,0,1,0,0,молоточек,'something'
0,1,0,2,4,0,0,0,0,0,0,день,'something'
0,1,0,0,5,0,0,0,0,0,0,образ,'person'
0,0,0,0,8,0,0,0,0,0,0,сомнение,'something'
0,-1,0,0,6,0,0,0,0,0,0,улыбка,'something'
0,-1,0,1,5,1,0,0,1,0,0,лампа,'something'
0,0,0,0,14,0,0,0,0,0,0,неудовольствие,'something'
0,1,0,0,5,0,0,0,0,0,0,вызов,'something'
0,0,0,0,5,0,0,0,0,0,0,целое,'something'
0,-1,0,0,7,0,0,0,0,0,0,терраса,'something'
0,-1,0,0,7,0,0,0,0,0,0,полоска,'something'
0,1,0,1,7,0,0,0,0,0,0,возглас,'something'
0,1,0,0,5,1,0,0,1,0,0,успех,'something'
1,1,1,0,5,0,0,0,0,0,0,лидий,'person'
0,1,0,0,4,0,0,0,0,0,0,мозг,'something'
0,1,0,0,3,0,0,0,0,0,0,миг,'something'
0,0,1,1,4,1,0,0,1,0,0,дитя,'person'
0,1,0,0,6,0,0,0,0,0,0,картон,'something'
0,1,0,1,3,0,0,0,0,0,0,пол,'something'
0,-1,0,3,5,0,0,0,0,0,0,мысль,'object'
0,1,1,1,7,0,0,0,0,0,0,человек,'person'
0,1,0,1,3,0,0,0,0,0,0,тут,'something'
0,1,0,0,7,0,0,0,0,0,0,сладкий,'something'
0,-1,1,0,6,1,0,0,0,0,0,птичка,'object'
